timestamp,value
2024-01-01 00:00:00,50.993428306022466
2024-01-01 01:00:00,51.02756662317024
2024-01-01 02:00:00,53.815377076201386
2024-01-01 03:00:00,56.61159361874879
2024-01-01 04:00:00,53.90182026947552
2024-01-01 05:00:00,54.41135521754698
2024-01-01 06:00:00,58.21842563101478
2024-01-01 07:00:00,56.434498589751165
2024-01-01 08:00:00,53.471178247052286
2024-01-01 09:00:00,54.71065399310467
2024-01-01 10:00:00,51.673164614375075
2024-01-01 11:00:00,50.47263571837209
2024-01-01 12:00:00,50.60392454313207
2024-01-01 13:00:00,45.0093442851718
2024-01-01 14:00:00,44.190164334973936
2024-01-01 15:00:00,61.15237260123682
2024-01-01 16:00:00,43.804210740408955
2024-01-01 17:00:00,45.9688655337452
2024-01-01 18:00:00,43.363951848957576
2024-01-01 19:00:00,42.535763465884074
2024-01-01 20:00:00,48.80117051892092
2024-01-01 21:00:00,46.22291349309419
2024-01-01 22:00:00,47.85505640937585
2024-01-01 23:00:00,46.08640840206048
2024-01-02 00:00:00,49.15123455094964
2024-01-02 01:00:00,51.76594040493234
2024-01-02 02:00:00,50.458012845155395
2024-01-02 03:00:00,54.55692994262409
2024-01-02 04:00:00,53.40884963908458
2024-01-02 05:00:00,54.536241631858786
2024-01-02 06:00:00,54.096586775541205
2024-01-02 07:00:00,58.84418550046322
2024-01-02 08:00:00,54.623132569446334
2024-01-02 09:00:00,51.75011204802094
2024-01-02 10:00:00,54.48508982420638
2024-01-02 11:00:00,49.20240792557056
2024-01-02 12:00:00,50.77772719000951
2024-01-02 13:00:00,45.15656452672785
2024-01-02 14:00:00,45.22362790220315
2024-01-02 15:00:00,47.24818856580552
2024-01-02 16:00:00,47.54680614106863
2024-01-02 17:00:00,45.9231074309346
2024-01-02 18:00:00,45.18870343522352
2024-01-02 19:00:00,46.559619236360234
2024-01-02 20:00:00,46.27574051831127
2024-01-02 21:00:00,50.15914495423033
2024-01-02 22:00:00,53.28454549401706
2024-01-02 23:00:00,59.09742802184602
2024-01-03 00:00:00,60.535971133041876
2024-01-03 01:00:00,85.04975516677332
2024-01-03 02:00:00,66.13981401066286
2024-01-03 03:00:00,67.32847117595753
2024-01-03 04:00:00,53.49628301831028
2024-01-03 05:00:00,56.58298170912708
2024-01-03 06:00:00,57.6019990449919
2024-01-03 07:00:00,57.24218936967774
2024-01-03 08:00:00,53.21169197247692
2024-01-03 09:00:00,53.48710915423032
2024-01-03 10:00:00,53.742526862807125
2024-01-03 11:00:00,53.83518547975733
2024-01-03 12:00:00,49.64165152430944
2024-01-03 13:00:00,48.94458682115977
2024-01-03 14:00:00,45.90733005198795
2024-01-03 15:00:00,44.702052845905925
2024-01-03 16:00:00,47.9349246258662
2024-01-03 17:00:00,48.53285092569631
2024-01-03 18:00:00,45.51597975683933
2024-01-03 19:00:00,47.84743666433871
2024-01-03 20:00:00,47.07314503117308
2024-01-03 21:00:00,45.86422658485701
2024-01-03 22:00:00,48.92279121101683
2024-01-03 23:00:00,52.49197790741934
2024-01-04 00:00:00,50.648347921780086
2024-01-04 01:00:00,55.1533825371406
2024-01-04 02:00:00,48.000509791820505
2024-01-04 03:00:00,55.929338914683186
2024-01-04 04:00:00,55.26422115539853
2024-01-04 05:00:00,55.001614430513605
2024-01-04 06:00:00,55.963521553071004
2024-01-04 07:00:00,51.64449130224356
2024-01-04 08:00:00,54.69078324324716
2024-01-04 09:00:00,55.05975904895624
2024-01-04 10:00:00,56.275788089483044
2024-01-04 11:00:00,51.087554788965306
2024-01-04 12:00:00,49.22301279421364
2024-01-04 13:00:00,48.55239068731832
2024-01-04 14:00:00,50.19080423540416
2024-01-04 15:00:00,49.365070640007986
2024-01-04 16:00:00,48.23655722678642
2024-01-04 17:00:00,51.2062127146454
2024-01-04 18:00:00,51.586564405181456
2024-01-04 19:00:00,54.883172482727154
2024-01-04 20:00:00,53.42438075305116
2024-01-04 21:00:00,56.35085808722113
2024-01-04 22:00:00,58.64060230670644
2024-01-04 23:00:00,59.086795817815265
2024-01-05 00:00:00,51.55224055412915
2024-01-05 01:00:00,52.78620576987237
2024-01-05 02:00:00,53.490226913284914
2024-01-05 03:00:00,54.056359639182446
2024-01-05 04:00:00,52.49938553482137
2024-01-05 05:00:00,54.998338485914616
2024-01-05 06:00:00,55.334570966946465
2024-01-05 07:00:00,54.25507459300211
2024-01-05 08:00:00,55.04755559559017
2024-01-05 09:00:00,55.393635619561806
2024-01-05 10:00:00,57.332371802421065
2024-01-05 11:00:00,52.71325085117629
2024-01-05 12:00:00,51.59510078144553
2024-01-05 13:00:00,49.64701294295509
2024-01-05 14:00:00,44.76245756940191
2024-01-05 15:00:00,47.521438343168825
2024-01-05 16:00:00,46.91033340095986
2024-01-05 17:00:00,51.22685509352524
2024-01-05 18:00:00,45.755278070437754
2024-01-05 19:00:00,46.92346555322189
2024-01-05 20:00:00,46.76044944166732
2024-01-05 21:00:00,45.29711001882819
2024-01-05 22:00:00,50.96564562903004
2024-01-05 23:00:00,51.399770839860935
2024-01-06 00:00:00,52.78206389408608
2024-01-06 01:00:00,50.68532031592313
2024-01-06 02:00:00,56.52558862187219
2024-01-06 03:00:00,51.961831780348156
2024-01-06 04:00:00,56.74384120652273
2024-01-06 05:00:00,60.4605403830653
2024-01-06 06:00:00,54.27892734973862
2024-01-06 07:00:00,54.96703367223979
2024-01-06 08:00:00,55.80942974909749
2024-01-06 09:00:00,53.81858259770035
2024-01-06 10:00:00,50.69867313786773
2024-01-06 11:00:00,52.74122117512466
2024-01-06 12:00:00,49.195392572547775
2024-01-06 13:00:00,50.98308963575778
2024-01-06 14:00:00,47.0011515315324
2024-01-06 15:00:00,52.543015800791515
2024-01-06 16:00:00,48.72072818978366
2024-01-06 17:00:00,50.7822905262108
2024-01-06 18:00:00,54.521758021496
2024-01-06 19:00:00,52.242046719132574
2024-01-06 20:00:00,57.29687823042106
2024-01-06 21:00:00,61.88951787945625
2024-01-06 22:00:00,58.734480704390876
2024-01-06 23:00:00,65.16330056175447
2024-01-07 00:00:00,51.959765588496836
2024-01-07 01:00:00,54.30774096906723
2024-01-07 02:00:00,51.48609857824381
2024-01-07 03:00:00,52.364620679764194
2024-01-07 04:00:00,56.85401015015598
2024-01-07 05:00:00,56.91359847791171
2024-01-07 06:00:00,57.00098570069175
2024-01-07 07:00:00,57.0325255504393
2024-01-07 08:00:00,54.49007757576523
2024-01-07 09:00:00,55.53004130025475
2024-01-07 10:00:00,54.62614494659737
2024-01-07 11:00:00,51.41539238945986
2024-01-07 12:00:00,55.291549022289544
2024-01-07 13:00:00,51.223570616310994
2024-01-07 14:00:00,46.697393005594705
2024-01-07 15:00:00,49.36757331133492
2024-01-07 16:00:00,45.32050964062316
2024-01-07 17:00:00,48.35454007603957
2024-01-07 18:00:00,32.12935247621784
2024-01-07 19:00:00,45.15900623185124
2024-01-07 20:00:00,49.23662523956643
2024-01-07 21:00:00,48.94002794794024
2024-01-07 22:00:00,50.80412031998899
2024-01-07 23:00:00,54.169490739795314
2024-01-08 00:00:00,51.18922376799425
2024-01-08 01:00:00,51.476622896797615
2024-01-08 02:00:00,52.42097114074896
2024-01-08 03:00:00,53.61391333600185
2024-01-08 04:00:00,55.89592360009397
2024-01-08 05:00:00,57.24193308107862
2024-01-08 06:00:00,57.29338159866004
2024-01-08 07:00:00,58.2339956295174
